id,timestamp,author,likeCount,text
UgwyT-v67mcJvqxjrqB4AaABAg,1648663200,Hanz,0,Rushiaaaaaaa
Ugy8oBZrC_xihkhNsVd4AaABAg,1635724800,lvi,0,可愛すぎる...
Ugxj3aL446oHkEYYFZp4AaABAg,1630454400,duckyducky,0,28:50 rushia vs mushi
UgyDv3Fw_1tZ6vzBO494AaABAg,1630454400,ZERO.B-ぜろびー,0,"普段とちょっと味の違うバイオってのもいいもんだね！
るしあの叫びも心地よい(⑅﻿ˊᵕˋ⑅﻿)
おつるし！"
UgycbUNFphYcpEUF57N4AaABAg,1627776000,ふぁんでっどA,2,1:13:51
UgwIXJ0WtNumOA57iKF4AaABAg,1625097600,Naufal,0,15:32
UgziaNp_UtOlldPdvOt4AaABAg,1622505600,黑滅赤城,0,可愛
UgwlWv1Whof784nlhdF4AaABAg,1622505600,Gustavo Ch.グスタボCh,1,Rushia vaya asombroso directo de [Biohazard 7 Biohazard/Resident Evil 7]¡Primer vistazo completo!Horror de medianoche [Uruha Rushia/Hololive] y estuvo muy bueno como fuiste completando este genial juego linda rushia.
UgxXohNDJiTpPAlqsUZ4AaABAg,1622505600,おsiluこ,0,いや普通にバイオ怖すぎだろ
UgwHc2ZqzZy3rdA5mol4AaABAg,1622505600,クロード,4,今思ったけど、2:43:27好きなんだけど可愛いすぎ！！
Ugwf33FV-diDj2pyI-14AaABAg,1622505600,Nightmare UwU,2,Yo viendo sin saber el idioma y tampoco entendiendo :v
UgzaJWrYdXfjBkgTGbB4AaABAg,1622505600,Gren tree m,3,2:20:27 wall against wa-
UgyG4kmj5xew1VucYyh4AaABAg,1622505600,katudo2nn,4,"2:47:31　きったね！おいおいおいふざけんなマジで！きたねぇんだよ！！
2:48:19　しちょうちゃちゃんの気持ちにさ、なったことあんの！？
3:07:29　ア”ァンニャ！！
こんな怪物の攻撃を手を前に翳すだけで軽減できるイーサンやばない？"
UgxHdIgkUAljv_TfUz94AaABAg,1622505600,いよてん,0,"やばい、仕事の合間に見てたらニヤニヤして変な視線を感じる笑
るしあの罵声も悲鳴も何のこと無い話でも可愛くてニヤニヤ止まらん！"
UgyLzDYanimOGyV54KV4AaABAg,1622505600,J티모,1,귀여워요! 역시 데스메탈의 여신
Ugy6p4tLj2nVdGeL1fR4AaABAg,1622505600,whatthedamz,6,1:53:25 Ai chan moment
UgxgX4rzfxwiB1OknoJ4AaABAg,1622505600,0922陳宥蓁,0,You are cuteヾ(*´∀ ˋ*)ﾉ
UgydQZfIdaWI6SNwTTN4AaABAg,1622505600,あかさたな,0,実際プレイしてるやつは年もわからんし性別もわからんのにこれのファンって頭弱いと思う
UgzOIAhXJYh5DiC0j2x4AaABAg,1622505600,Korega Fbi,1,2:20:28
Ugz62ut4kslLXRxcrzB4AaABAg,1622505600,Arzenda Rangga Jati,1,How beautifull voieceee
Ugy-cCUYlnNvHgaSuNB4AaABAg,1622505600,と,0,視野角セッっま
UgzJpmGO4N8lXMrfIbx4AaABAg,1622505600,RidiculousCarrot_main,2,2:20:28
UgwmNW2MY_xTlKLCpwl4AaABAg,1622505600,酢味噌くじら,0,バイオ好きとか言いながらガッバガバプレイで何をしていいかわからなくなる、るーさん(´・ω・`)
UgxUsnKw872Ofqo_LGx4AaABAg,1622505600,Kuran_ Sin_TH,9,1:53:03 Happy FAQing
UgylDc6Dx6ucs7YuVWt4AaABAg,1622505600,Haataco,28,2:20:28
UgyUbuJFTZiA0nWKZwN4AaABAg,1622505600,panic,2,2:20:28 oh my gah
UgzRFR4uesDEZSxREUN4AaABAg,1622505600,ななし名無しの,0,やっぱりるしあしか勝たん
UgxlFWBsiRCPnCiRcUt4AaABAg,1622505600,冬将軍,7,常に荷物パンパンで整理できてないのかわいい
UgzSzPJjntMSSuWqFEp4AaABAg,1622505600,靜翠[35P],15,35:14
Ugyv_T5_z2PAEWQXI4x4AaABAg,1622505600,たんたん🛸💜,1,"おつるし〜
バイオとても楽しかったよ！！
ゆっくり休んでね〜(*´꒳`*)"
UgzwBp1JNmJNpP7EtUt4AaABAg,1622505600,Motoyo Makoto,2,Evangelion Unit-01 goes to scream consantly
Ugx5cYnNs_yM2sCzB2F4AaABAg,1622505600,Hùng Vũ,1,I love you ❤
UgyrYr3Nl5-HdOgcNq94AaABAg,1622505600,にんじん,6,仕事の昼休みにこのバイオを見ながら食う飯うめぇ〜〜〜〜(るしあの実況でグロテスク無効＝幸せ)
UgwH6IFbx5RYaUGsOYR4AaABAg,1622505600,うるはヴァジラ,1,"おつるし！めっちゃ順調に進んだね！
ボス初見撃破お見事(*´ω｀*)
物語はクライマックスなのかな？
続きが気になりすぎるw次回も楽しみにしてるよー
今日はゆっくりおやすみなさい。
お大事にね。
今日も幸せな時間ありがと！
るしあちゃんと過ごす時間しあわせすぎる。
ずっとるしあちゃん愛してるよ:_ハート:"
